lemmaName(pt),lemmaName(en),idPOS,udPOS,idUDPOS,idLanguage,senseDescription(pt),frameName,source_line,reason
"chefe de polícia","chief of police",83,NOUN,8,1,"Um responsável pela administração e gestão de uma delegacia de polícia.",People_by_vocation,5600,"Lemma not found in database"
enfermeira,nurse,83,NOUN,8,1,"Um profissional na área da saúde responsável pelo cuidado ao paciente e administração de medicamentos e outros profissionais da indústria como técnicos de enfermagem.",People_by_vocation,5602,"Lemma not found in database"
"Atendente de bomba de gasolina","gasoline pump attendant",83,NOUN,8,1,"Um profissional que trabalha em postos de gasolina abastecendo veículos.",People_by_vocation,5608,"Lemma not found in database"
"atendente de bomba de gasolina","petrol pump attendant",83,NOUN,8,1,"Um profissional que trabalha em postos de gasolina abastecendo veículos.",People_by_vocation,5609,"Lemma not found in database"
"portador de maca","stretcher bearer",83,NOUN,8,1,"uma pessoa que carrega uma maca.",People_by_vocation,5612,"Lemma not found in database"
"empregada doméstica",housekeeper,83,NOUN,8,1,"uma pessoa que executa tarefas domésticas numa casa.",People_by_vocation,5620,"Lemma not found in database"
"empregada doméstica",housemaid,83,NOUN,8,1,"uma pessoa que executa tarefas domésticas em uma casa.",People_by_vocation,5621,"Lemma not found in database"
"professor de dança","dance teacher",83,NOUN,8,1,"Um profissional especializado em ensinar dança.",People_by_vocation,5622,"Lemma not found in database"
"trabalhador de fábrica","factory worker",83,NOUN,8,1,"Uma pessoa que trabalha numa fábrica.",People_by_vocation,5624,"Lemma not found in database"
"médico de emergência","emergency physician",83,NOUN,8,1,"Um médico que fornece primeiros socorros em uma situação de emergência.",People_by_vocation,5627,"Lemma not found in database"
"agente à paisana","plain-clothes man",83,NOUN,8,1,"FN: um agente de aplicação da lei vestindo roupas comuns (não fardadas).",People_by_vocation,5629,"Lemma not found in database"
"dona de casa",homemaker,83,NOUN,8,1,"FN: uma pessoa que administra o lar de sua própria família, especialmente como principal ocupação",People_by_vocation,5631,"Lemma not found in database"
"apanhador de bolas","ball boy",83,NOUN,8,1,"Apanhador de bolas quando essas bolas deixam o campo. Em clubes e estabelecimentos esportivos, funcionário responsável pelas bolas.",People_by_vocation,5633,"Lemma not found in database"
rebatedora,"ball girl",83,NOUN,8,1,"apanhador de bolas quando essas bolas deixam o campo. Em clubes e estabelecimentos esportivos, funcionário responsável pelas bolas.",People_by_vocation,5634,"Lemma not found in database"
"vendedor ambulante",hawker,83,NOUN,8,1,"Uma pessoa que vende comida empurrando um carrinho pelas ruas.",People_by_vocation,5640,"Lemma not found in database"
guarda-caça,ghillie,83,NOUN,8,1,"A ocupação escocesa popular que cuida da terra para as pessoas ricas.",People_by_vocation,5641,"Lemma not found in database"
"soletrar errado",misspell,86,VERB,16,1,"COD: errar na ortografia",Spelling_and_pronouncing,5642,"Lemma not found in database"
"pronunciar mal",mispronounce,86,VERB,16,1,"COD: pronunciar mal.",Spelling_and_pronouncing,5643,"Lemma not found in database"
"fazer conhecimento","make acquaintance",96,X,17,1,"FN: primeiro encontro",Make_acquaintance,5654,"Lemma not found in database"
depravado,reprobate,83,NOUN,8,1,"COD: uma pessoa sem escrúpulos.",People_by_morality,5669,"Lemma not found in database"
"maçã podre","bad apple",83,NOUN,8,1,"COD: uma pessoa corrupta em um grupo, provavelmente tendo uma influência prejudicial nos outros",People_by_morality,5673,"Lemma not found in database"
malefator,malefactor,83,NOUN,8,1,"COD: uma pessoa que comete um crime ou algum outro erro.",People_by_morality,5674,"Lemma not found in database"
delinquente,delinquent,83,NOUN,8,1,"FN: uma (geralmente jovem) pessoa que demonstra ou é caracterizada por uma tendência a cometer crimes",People_by_morality,5676,"Lemma not found in database"
vietnamês,vietnamese,84,ADJ,1,1,"COD: de ou relacionado ao Vietnã, seu povo ou sua língua.",Origin,5679,"Lemma not found in database"
"originar-se de","come from",86,VERB,16,1,"FN: originário de um lugar especificado",Origin,5682,"Lemma not found in database"
innocência,innocence,83,NOUN,8,1,"FN: liberdade de envolvimento voluntário em um crime ou ofensa específica",Guilt_or_innocence,5688,"Lemma not found in database"
"sangue nas mãos","blood on hands",83,NOUN,8,1,"FN: culpa, especialmente por ter causado morte ou lesão.",Guilt_or_innocence,5689,"Lemma not found in database"
incarcerar,incarcerate,86,VERB,16,1,"COD: prender ou confinar.",Imprisonment,5692,"Lemma not found in database"
"marca registrada",trademark,83,NOUN,8,1,"FN: uma característica distinta",Distinctiveness,5701,"Lemma not found in database"
padrão,vanilla,84,ADJ,1,1,"COD: sem recursos ou funcionalidades extras.",Typicality,5705,"Lemma not found in database"
utilize,use,86,VERB,16,1,"COD: tomar, manter ou implantar como meio de alcançar ou conseguir algo.",Using,5708,"Lemma not found in database"
Aproveitar-se,"avail oneself",86,VERB,16,1,"COD: usar ou aproveitar.",Using,5710,"Lemma not found in database"
utilize,utilise,86,VERB,16,1,"COD: faça uso prático e eficaz de.",Using,5711,"Lemma not found in database"
"colega de casa",housemate,83,NOUN,8,1,"FN: Uma pessoa que ocupa a mesma casa, apartamento ou flat de outra",People_by_residence,5716,"Lemma not found in database"
"tomar parte","take part",86,VERB,16,1,"COD: participar ou estar envolvido em uma atividade.",Participation,5721,"Lemma not found in database"
Surrepticioso,surreptitious,84,ADJ,1,1,"COD: oculto ou clandestino",Secrecy_status,5723,"Lemma not found in database"
"não classificado",unclassified,84,ADJ,1,1,"FN: não designado oficialmente como secreto.",Secrecy_status,5730,"Lemma not found in database"
"revelar o segredo","spill beans",86,VERB,16,1,"COD: revelar informações confidenciais inadvertidamente ou de forma descuidada.",Reveal_secret,5735,"Lemma not found in database"
"deixar escapar","let slip",86,VERB,16,1,"FN: revelar ou divulgar informações secretas.",Reveal_secret,5737,"Lemma not found in database"
revelar,"tip hand",96,X,17,1,"FN: revelar inadvertidamente",Reveal_secret,5738,"Lemma not found in database"
Confessa!,"fess up",86,VERB,16,1,"Admitir informação",Reveal_secret,5739,"Lemma not found in database"
"deixar escapar","let on",86,VERB,16,1,"FN: divulgar informações",Reveal_secret,5740,"Lemma not found in database"
"décimo oitavo",eighteenth,83,NOUN,8,1,"A entidade na décima oitava posição.",Ordinal_numbers,5745,"Lemma not found in database"
"de acordo com","according to",90,ADP,2,1,"COD: conforme declarado por ou em.",Attributed_information,5746,"Lemma not found in database"
"de autoridade","on authority",96,X,17,1,"FN: Com base na declaração (de).",Attributed_information,5748,"Lemma not found in database"
"Pôr fim a","put an end to",86,VERB,16,1,"FN: causar para acabar.",Cause_to_end,5749,"Lemma not found in database"
"Acabar com","do away with",86,VERB,16,1,"FN: pôr termo a algo",Cause_to_end,5751,"Lemma not found in database"
excluindo,excluding,90,ADP,2,1,"COD: não levando em conta; exceto.",Inclusion,5757,"Lemma not found in database"
inclusive,inclusive,84,ADJ,1,1,"COD: contendo (um elemento especificado) como parte de um todo.",Inclusion,5758,"Lemma not found in database"
incluindo,including,90,ADP,2,1,"COD: contendo parte do todo considerado.",Inclusion,5759,"Lemma not found in database"
"Além de","other than",96,X,17,1,"Além de, exceto, excluindo essa instância.",Inclusion,5760,"Lemma not found in database"
fique,stay,86,VERB,16,1,"COD: permanecer no mesmo lugar.",State_continue,5767,"Lemma not found in database"
supérfluo,extra,83,NOUN,8,1,"Não necessário.",Being_necessary,5771,"Lemma not found in database"
"não processado",unprocessed,84,ADJ,1,1,"FN: não tendo sido processado.",Degree_of_processing,5772,"Lemma not found in database"
prerrolado,pre-rolled,84,ADJ,1,1,"O estado de ser feito em um rolo anteriormente.",Degree_of_processing,5775,"Lemma not found in database"
venenosos,poisonous,84,ADJ,1,1,"COD: produzindo ou da natureza de veneno",Toxic_substance,5778,"Lemma not found in database"
incumbente,incumbent,84,ADJ,1,1,"COD: necessário para (alguém) como dever ou responsabilidade",Being_obligatory,5780,"Lemma not found in database"
vinculante,binding,84,ADJ,1,1,"COD: (de um acordo) que envolve uma obrigação contratual",Being_obligatory,5782,"Lemma not found in database"
muda,switch,86,VERB,16,1,"COD: troca.",Exchange,5783,"Lemma not found in database"
dentro,inside,90,ADP,2,1,"No limite de (a região perfisada)",Interior_profile_relation,5788,"Lemma not found in database"
"fora do perímetro","outside the wire",89,ADV,3,1,"FN: fora de uma base militar em uma região de combate.",Interior_profile_relation,5791,"Lemma not found in database"
"no exterior",abroad,89,ADV,3,1,"Fora da localização atual.",Interior_profile_relation,5792,"Lemma not found in database"
"taxa de câmbio","exchange rate",83,NOUN,8,1,"A taxa para trocar moeda de um país por moeda de outro.",Exchange_currency,5793,"Lemma not found in database"
"taxa de câmbio","currency conversion rate",83,NOUN,8,1,"O valor de uma unidade da moeda de câmbio em relação a outra unidade da moeda de câmbio;
Uma classificação que agrupa as taxas de câmbio;
A taxa na qual a moeda de um país ou região pode ser negociada contra a de outro país ou região;
O multiplicador utilizado para converter a moeda base do site na moeda compradora ou fornecedora.",Exchange_currency,5794,"Lemma not found in database"
"em ordem","in order",84,ADJ,1,1,"FN: em um estado de ser funcional",Being_operational,5799,"Lemma not found in database"
despir-se,"strip off",86,VERB,16,1,"FN: tirar a roupa (roupa), geralmente deixando o usuário visivelmente de roupas mínimas.",Undressing,5803,"Lemma not found in database"
fantasiar-se,"dress up",86,VERB,16,1,"COD: vestir-se de forma elegante ou formal, ou em um figurino especial.",Dressing,5806,"Lemma not found in database"
"vestir rapidamente","throw on",86,VERB,16,1,"FN: vestir rapidamente (roupas).",Dressing,5807,"Lemma not found in database"
"dar branco","draw blank",86,VERB,16,1,"FN: falha em lembrar",Remembering_information,5810,"Lemma not found in database"
"olhar para trás","look back",86,VERB,16,1,"FN: evocar uma experiência passada",Remembering_experience,5815,"Lemma not found in database"
reminiscer,reminisce,86,VERB,16,1,"FN: estar envolvido em recordação agradável de eventos passados.",Remembering_experience,5816,"Lemma not found in database"
certificar-se,"make sure",86,VERB,16,1,"COD: confirmar ou garantir.",Verification,5820,"Lemma not found in database"
"Não confirmado",unconfirmed,84,ADJ,1,1,"FN: ainda não validado.",Verification,5821,"Lemma not found in database"
epônimo,eponymous,84,ADJ,1,1,"FN: ser um eponímo de",Namesake,5823,"Lemma not found in database"
termos,term,83,NOUN,8,1,"COD: uma palavra ou frase usada para descrever um objeto ou expressar um conceito",Simple_name,5826,"Lemma not found in database"
"verificar novamente",double-check,86,VERB,16,1,"COD: verifique novamente.",Inspecting,5830,"Lemma not found in database"
examine,examine,86,VERB,16,1,"COD: inspecionar de perto para determinar a natureza ou condição de; investigar profundamente",Inspecting,5831,"Lemma not found in database"
"sem corte",blunt,84,ADJ,1,1,"COD: sem ponta ou borda afiada.",Sharpness,5839,"Lemma not found in database"
"testar em voo",flight-test,86,VERB,16,1,"COD: para testar durante o voo",Operational_testing,5841,"Lemma not found in database"
colidir-teste,crash-test,86,VERB,16,1,"COD: colidir deliberadamente um (novo veículo) sob condições controladas para avaliar e melhorar sua capacidade de suportar o impacto",Operational_testing,5842,"Lemma not found in database"
"teste de voo",flight-testing,83,NOUN,8,1,"FN: o ato de testar o funcionamento de algo enquanto está em voo",Operational_testing,5843,"Lemma not found in database"
"teste de voo","flight test",83,NOUN,8,1,"COD: um voo de um avião ou foguete para testar seu funcionamento.",Operational_testing,5844,"Lemma not found in database"
"testar em voo","flight test",86,VERB,16,1,"COD: para testar durante o voo",Operational_testing,5845,"Lemma not found in database"
abster-se,abstain,86,VERB,16,1,"COD: refrear-se de fazer algo",Forgoing,5848,"Lemma not found in database"
abster-se,forbear,86,VERB,16,1,"COD: abster-se de fazer algo.",Forgoing,5850,"Lemma not found in database"
abster-se,refrain,86,VERB,16,1,"COD: impedir-se de fazer algo.",Forgoing,5851,"Lemma not found in database"
"viver sem","do without",86,VERB,16,1,"FN: restringir-se de participar em algo",Forgoing,5854,"Lemma not found in database"
abster-se,"go without",86,VERB,16,1,"FN: contenha-se de participar de algo",Forgoing,5855,"Lemma not found in database"
"a favor",pro,89,ADV,3,1,"A favor de.",Taking_sides,5858,"Lemma not found in database"
"a favor","in favor",90,ADP,2,1,"COD: em apoio ou a favor de.",Taking_sides,5860,"Lemma not found in database"
"no meio",between,89,ADV,3,1,"Uma entidade que está no meio de dois lados.",Taking_sides,5866,"Lemma not found in database"
Plutônio,plutonium,83,NOUN,8,1,"COD: o elemento químico de número atômico 94, um metal radioativo denso e prateado da série dos actinídeos, utilizado como combustível em reatores nucleares e como explosivo em armas nucleares de fissão.",Substance,5876,"Lemma not found in database"
"torta amarela",yellowcake,83,NOUN,8,1,"COD: óxido de urânio impuro obtido durante o processamento da minério de urânio.",Substance,5878,"Lemma not found in database"
Olíbano,frankincense,83,NOUN,8,1,"FN: uma resina de cheiro doce usada em incenso e perfumes.",Substance,5884,"Lemma not found in database"
"agente causativo","causative agent",83,NOUN,8,1,"FN: uma substância capaz de causar um efeito específico.",Active_substance,5887,"Lemma not found in database"
incapacitante,incapacitant,83,NOUN,8,1,"COD: uma substância capaz de incapacitar temporariamente uma pessoa sem machucá-la ou matá-la.",Active_substance,5889,"Lemma not found in database"
defesas,defenses,83,NOUN,8,1,"COD: fortificações contra ataque.",Defending,5892,"Lemma not found in database"
biodefesa,biodefense,83,NOUN,8,1,"FN: defesa especificamente preocupada com agentes biológicos",Defending,5893,"Lemma not found in database"
"próxima geração","next generation",84,ADJ,1,1,"FN: Pertencente à próxima etapa de avanço",Stage_of_progress,5894,"Lemma not found in database"
